numero_processo,tribunal,grau,classe,classe_codigo,assunto,n_assuntos,orgao_julgador,municipio_ibge,sistema,formato,nivel_sigilo,data_ajuizamento,data_ultima_atualizacao
00002387220258260477,TJSP,G1,Requisição de Pequeno Valor,1266,Custeio de Assistência Médica,1,FAZENDA PUBLICA DE PRAIA GRANDE,,SAJ,Eletrônico,0,2025-02-17,2026-06-02
00002796620258260177,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,VARA UNICA DE EMBU-GUACU,,SAJ,Eletrônico,0,2025-02-17,2026-03-16
00012034920258260348,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,04 CIVEL DE MAUA,,SAJ,Eletrônico,0,2025-02-17,2025-08-15
00010437420258260590,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,04 CIVEL DE SAO VICENTE,,SAJ,Eletrônico,0,2025-02-18,2026-06-02
00011806220258260297,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 CUMULATIVA DE JALES,,SAJ,Eletrônico,0,2025-02-18,2026-05-08
00002587820258260666,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CUMULATIVA DE ARTUR NOGUEIRA,,SAJ,Eletrônico,0,2025-02-18,2026-05-08
00001223620258260390,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE NOVA GRANADA,,SAJ,Eletrônico,0,2025-02-18,2025-08-15
00006288620258260624,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE TATUI,,SAJ,Eletrônico,0,2025-02-18,2026-04-28
00005832920258260286,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE ITU,,SAJ,Eletrônico,0,2025-02-18,2025-08-15
00032707920258260576,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CIVEL DE SAO JOSE DO RIO PRETO,,SAJ,Eletrônico,0,2025-02-18,2026-05-08
00018605620258260003,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento Domiciliar (Home Care),1,06 CIVEL DE JABAQUARA,,SAJ,Eletrônico,0,2025-02-18,2026-04-15
00003362020258260457,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CUMULATIVA DE PIRASSUNUNGA,,SAJ,Eletrônico,0,2025-02-19,2026-02-05
00027041220258260001,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,06 CIVEL DE SANTANA,,SAJ,Eletrônico,0,2025-02-19,2026-06-03
00028968220258260602,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE SOROCABA,,SAJ,Eletrônico,0,2025-02-19,2026-06-03
00025794420258260001,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,08 CIVEL DE SANTANA,,SAJ,Eletrônico,0,2025-02-19,2025-08-14
00009967520258260566,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE SAO CARLOS,,SAJ,Eletrônico,0,2025-02-19,2025-08-14
00019939420258260554,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,03 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-02-19,2026-06-03
00007659320258260066,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,03 CIVEL DE BARRETOS,,SAJ,Eletrônico,0,2025-02-19,2026-07-16
00005624220258260322,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE LINS,,SAJ,Eletrônico,0,2025-02-20,2026-04-15
00003325620258260368,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE MONTE ALTO,,SAJ,Eletrônico,0,2025-02-20,2026-05-08
00003517820258260201,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,03 CUMULATIVA DE GARCA,,SAJ,Eletrônico,0,2025-02-20,2025-08-14
00002781720258260360,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,01 CUMULATIVA DE MOCOCA,,SAJ,Eletrônico,0,2025-02-20,2026-04-28
00001020720258260144,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE CONCHAL,,SAJ,Eletrônico,0,2025-02-20,2026-06-02
00004158520258260299,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CUMULATIVA DE JANDIRA,,SAJ,Eletrônico,0,2025-02-20,2026-05-12
00012497920258260011,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,03 CIVEL DE PINHEIROS,,SAJ,Eletrônico,0,2025-02-20,2026-04-15
00005670320248260095,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE BROTAS,,SAJ,Eletrônico,0,2025-02-20,2026-04-28
00034933220258260576,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,05 CIVEL DE SAO JOSE DO RIO PRETO,,SAJ,Eletrônico,0,2025-02-21,2025-08-15
00009680220258260019,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,VARA JUIZADO ESPECIAL CIVEL DE AMERICANA,,SAJ,Eletrônico,0,2025-02-21,2026-05-08
00026799320258260196,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE FRANCA,,SAJ,Eletrônico,0,2025-02-21,2026-07-16
00004562420258260082,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE BOITUVA,,SAJ,Eletrônico,0,2025-02-21,2026-02-06
00004096220258260272,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE ITAPIRA,,SAJ,Eletrônico,0,2025-02-21,2026-06-02
00036336620258260576,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,05 CIVEL DE SAO JOSE DO RIO PRETO,,SAJ,Eletrônico,0,2025-02-24,2026-05-08
00032489720258260001,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,08 CIVEL DE SANTANA,,SAJ,Eletrônico,0,2025-02-24,2026-07-16
00016816920258260344,TJSP,G1,Procedimento Comum Cível,7,Tratamento médico-hospitalar,1,04 CIVEL DE MARILIA,,SAJ,Eletrônico,0,2025-02-24,2026-06-03
00028604920258260405,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE OSASCO,,SAJ,Eletrônico,0,2025-02-24,2026-04-15
00014572220258260348,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CIVEL DE MAUA,,SAJ,Eletrônico,0,2025-02-24,2025-08-15
00025093720258260224,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,02 INFANCIA JUVENTUDE - PROTETIVA E CIVEL DE GUARULHOS,,SAJ,Eletrônico,0,2025-02-24,2025-07-09
00021316120258260554,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-02-24,2026-06-03
00024387120258260309,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,03 CIVEL DE JUNDIAI,,SAJ,Eletrônico,0,2025-02-24,2026-02-05
00001935320258260094,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,VARA UNICA DE BRODOSQUI,,SAJ,Eletrônico,0,2025-02-25,2026-04-28
00018416020258260032,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento Domiciliar (Home Care),1,FAZENDA PUBLICA DE ARACATUBA,,SAJ,Eletrônico,0,2025-02-25,2026-06-02
00007665320258260624,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE TATUI,,SAJ,Eletrônico,0,2025-02-25,2025-08-15
00013973620248260590,TJSP,G1,Requisição de Pequeno Valor,1266,Custeio de Assistência Médica,1,FAZENDA PUBLICA DE SAO VICENTE,,SAJ,Eletrônico,0,2025-02-25,2026-05-08
00013078220258260302,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE JAU,,SAJ,Eletrônico,0,2025-02-25,2026-06-02
00004587620258260572,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CUMULATIVA DE SAO JOAQUIM DA BARRA,,SAJ,Eletrônico,0,2025-02-25,2026-06-02
00010332420258260010,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE IPIRANGA,,SAJ,Eletrônico,0,2025-02-25,2026-04-15
00023853420258260554,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,01 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-02-25,2026-04-28
00014086520248260590,TJSP,G1,Requisição de Pequeno Valor,1266,Custeio de Assistência Médica,1,FAZENDA PUBLICA DE SAO VICENTE,,SAJ,Eletrônico,0,2025-02-25,2026-05-08
00013156820258260008,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,01 CIVEL DE TATUAPE,,SAJ,Eletrônico,0,2025-02-25,2026-06-03
00004347520258260272,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE ITAPIRA,,SAJ,Eletrônico,0,2025-02-25,2026-04-28
00001056020258260370,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE MONTE AZUL PAULISTA,,SAJ,Eletrônico,0,2025-02-25,2025-08-15
00014065220258260011,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,05 CIVEL DE PINHEIROS,,SAJ,Eletrônico,0,2025-02-26,2026-01-08
00023220920258260554,TJSP,G1,Liquidação por Arbitramento,151,Tratamento médico-hospitalar,1,03 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-02-26,2026-06-03
00001630520258260648,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL E CRIMINAL DE URUPES,,SAJ,Eletrônico,0,2025-02-26,2025-08-15
00015141920258260161,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,02 CIVEL DE DIADEMA,,SAJ,Eletrônico,0,2025-02-26,2025-07-09
00002107420258260390,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,VARA UNICA DE NOVA GRANADA,,SAJ,Eletrônico,0,2025-02-26,2026-06-02
00017643420258260361,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,2,04 CIVEL DE MOGI DAS CRUZES,,SAJ,Eletrônico,0,2025-02-26,2025-08-15
00040321420258260506,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESP. DA FAZENDA PUBLICA DE RIBEIRAO PRETO,,SAJ,Eletrônico,0,2025-02-26,2026-03-17
00013529520258260008,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CIVEL DE TATUAPE,,SAJ,Eletrônico,0,2025-02-26,2025-08-14
00004927820258260272,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,02 CUMULATIVA DE ITAPIRA,,SAJ,Eletrônico,0,2025-02-26,2026-06-02
00023203920258260554,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-02-26,2026-03-18
00013728620258260008,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,05 CIVEL DE TATUAPE,,SAJ,Eletrônico,0,2025-02-27,2026-06-03
00011984820258260438,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE PENAPOLIS,,SAJ,Eletrônico,0,2025-02-27,2026-01-08
00006363220258260408,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA JUIZADO ESPECIAL CIVEL DE OURINHOS,,SAJ,Eletrônico,0,2025-02-27,2026-04-15
00014728820258260348,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,03 CIVEL DE MAUA,,SAJ,Eletrônico,0,2025-02-27,2025-08-15
00006209520258260176,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,02 CUMULATIVA DE EMBU DAS ARTES,,SAJ,Eletrônico,0,2025-02-27,2026-04-15
00023767220258260554,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-02-27,2026-05-08
00029470520258260405,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,04 CIVEL DE OSASCO,,SAJ,Eletrônico,0,2025-02-28,2026-06-03
00022736620258260004,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,Juízo Titular I - 2ª Vara Cível - Regional IV - Lapa,3550308.0,Projudi,Eletrônico,0,2025-02-28,2026-07-04
00009448220258260565,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,05 CIVEL DE SAO CAETANO DO SUL,,SAJ,Eletrônico,0,2025-02-28,2026-03-18
00009953920258260292,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE JACAREI,,SAJ,Eletrônico,0,2025-03-01,2026-06-02
00008807120258260048,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE ATIBAIA,,SAJ,Eletrônico,0,2025-03-02,2025-08-12
00012635920258260077,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE BIRIGUI,,SAJ,Eletrônico,0,2025-03-03,2026-07-24
00002026120258260111,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,VARA UNICA DE CAJURU,,SAJ,Eletrônico,0,2025-03-04,2026-01-08
00020910520258260320,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE LIMEIRA,,SAJ,Eletrônico,0,2025-03-04,2026-06-03
00014874120258260127,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento Domiciliar (Home Care),1,02 CIVEL DE CARAPICUIBA,,SAJ,Eletrônico,0,2025-03-05,2026-06-02
00004785620258260220,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CUMULATIVA DE GUARATINGUETA,,SAJ,Eletrônico,0,2025-03-05,2026-06-02
00018095920258260451,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,06 CIVEL DE PIRACICABA,,SAJ,Eletrônico,0,2025-03-05,2026-06-03
00040866120258260576,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 CIVEL DE SAO JOSE DO RIO PRETO,,SAJ,Eletrônico,0,2025-03-05,2026-05-08
00011503720258260229,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,Juízo Titular I - 2ª Vara Cível da Comarca de Hortolândia,3519071.0,Projudi,Eletrônico,0,2025-03-05,2026-07-09
00001778420258260584,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE SAO PEDRO,,SAJ,Eletrônico,0,2025-03-06,2026-06-03
00003336520258260360,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE MOCOCA,,SAJ,Eletrônico,0,2025-03-06,2026-06-02
00017827620258260451,TJSP,G1,Cumprimento de sentença,156,Custeio de Assistência Médica,1,02 FAZENDA PUBLICA DE PIRACICABA,,SAJ,Eletrônico,0,2025-03-06,2025-07-09
00028444320258260196,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE FRANCA,,SAJ,Eletrônico,0,2025-03-06,2026-05-09
00001786920258260584,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE SAO PEDRO,,SAJ,Eletrônico,0,2025-03-06,2026-06-03
00026061720258260554,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,04 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-03-06,2026-04-28
00016547420258260348,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,03 CIVEL DE MAUA,,SAJ,Eletrônico,0,2025-03-07,2025-08-15
00033092120258260562,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,10 CIVEL DE SANTOS,,SAJ,Eletrônico,0,2025-03-07,2026-06-02
00032277320258260405,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,06 CIVEL DE OSASCO,,SAJ,Eletrônico,0,2025-03-07,2026-06-03
00010889620258260099,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,03 CIVEL DE BRAGANCA PAULISTA,,SAJ,Eletrônico,0,2025-03-07,2026-02-05
00027219420258260309,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,03 CIVEL DE JUNDIAI,,SAJ,Eletrônico,0,2025-03-07,2026-06-02
00035400320258260577,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE SAO JOSE DOS CAMPOS,,SAJ,Eletrônico,0,2025-03-10,2025-07-08
10011234120248260045,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,10ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2025-03-10,2025-08-14
00010718820258260704,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,Juízo Titular I - 1ª Vara Cível - Regional XV - Butantã,3550308.0,Projudi,Eletrônico,0,2025-03-10,2026-07-06
00015242820258260302,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE JAU,,SAJ,Eletrônico,0,2025-03-10,2026-03-17
00024709720258260302,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,01 CIVEL DE JAU,,SAJ,Eletrônico,0,2025-03-10,2025-07-08
00014957620258260625,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CIVEL DE TAUBATE,,SAJ,Eletrônico,0,2025-03-10,2026-05-09
00020839120258260590,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE SAO VICENTE,,SAJ,Eletrônico,0,2025-03-10,2025-08-15
00022503620258260032,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE ARACATUBA,,SAJ,Eletrônico,0,2025-03-11,2026-07-24
00035941420258260562,TJSP,G1,Cumprimento de sentença,156,Tratamento Domiciliar (Home Care),1,02 CIVEL DE SANTOS,,SAJ,Eletrônico,0,2025-03-11,2025-08-14
00013319020258260438,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE PENAPOLIS,,SAJ,Eletrônico,0,2025-03-11,2026-06-02
00015450420258260302,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE JAU,,SAJ,Eletrônico,0,2025-03-11,2026-03-17
00004697620258260323,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CIVEL DE LORENA,,SAJ,Eletrônico,0,2025-03-12,2026-05-08
00035603920258260562,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 FAZENDA PUBLICA DE SANTOS,,SAJ,Eletrônico,0,2025-03-12,2025-08-14
00022901820258260032,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE ARACATUBA,,SAJ,Eletrônico,0,2025-03-12,2026-06-02
00043486920258260007,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CIVEL DE ITAQUERA,,SAJ,Eletrônico,0,2025-03-12,2026-02-05
00004640420258260663,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 CIVEL DE VOTORANTIM,,SAJ,Eletrônico,0,2025-03-12,2026-05-08
00010104820258260408,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE OURINHOS,,SAJ,Eletrônico,0,2025-03-12,2025-07-09
00028521320258260554,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 FAZENDA PUBLICA DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-03-12,2026-04-28
00017146420258260019,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CIVEL DE AMERICANA,,SAJ,Eletrônico,0,2025-03-12,2026-04-28
00029141220258260309,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE JUNDIAI,,SAJ,Eletrônico,0,2025-03-12,2026-06-02
00001589120258260515,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE ROSANA,,SAJ,Eletrônico,0,2025-03-13,2026-03-17
00044711120248260037,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,INFANCIA JUVENTUDE IDOSO DE ARARAQUARA,,SAJ,Eletrônico,0,2025-03-13,2026-06-01
00000763620258260232,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,VARA ÚNICA DE CESÁRIO LANGE,,SAJ,Eletrônico,0,2025-03-13,2025-07-09
00013872620258260438,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE PENAPOLIS,,SAJ,Eletrônico,0,2025-03-13,2025-07-09
00020646120258260016,TJSP,G1,Procedimento do Juizado Especial Cível,436,Serviços Hospitalares,1,01 VARA JUIZADO ESPECIAL CIVEL - JIT -  ANEXO PUC DE CENTRAL,,SAJ,Eletrônico,0,2025-03-13,2026-06-02
00014322520258260278,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,01 CIVEL DE ITAQUAQUECETUBA,,SAJ,Eletrônico,0,2025-03-13,2026-07-16
00037422520258260562,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,05 CIVEL DE SANTOS,,SAJ,Eletrônico,0,2025-03-14,2025-08-15
00009993320258260565,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,05 CIVEL DE SAO CAETANO DO SUL,,SAJ,Eletrônico,0,2025-03-14,2025-08-15
00012026320258260704,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,03 CIVEL DE BUTANTA,,SAJ,Eletrônico,0,2025-03-14,2026-06-01
00002183820258260459,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL E CRIMINAL DE PITANGUEIRAS,,SAJ,Eletrônico,0,2025-03-14,2026-02-05
00011585320258260604,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CIVEL DE SUMARE,,SAJ,Eletrônico,0,2025-03-14,2026-06-03
00010137820258260286,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,Juízo Titular I - 1ª Vara Cível da Comarca de Itu,3523909.0,Projudi,Eletrônico,0,2025-03-14,2026-07-03
00029782220258260309,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE JUNDIAI,,SAJ,Eletrônico,0,2025-03-14,2025-08-15
00018556620258260348,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,05 CIVEL DE MAUA,,SAJ,Eletrônico,0,2025-03-16,2026-07-16
00018686520258260348,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,Juízo Titular I - 3ª Vara Cível da Comarca de Mauá,3529401.0,Projudi,Eletrônico,0,2025-03-16,2026-07-01
00015571420258260077,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE BIRIGUI,,SAJ,Eletrônico,0,2025-03-17,2026-07-24
00002487920258260651,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL DE VALPARAISO,,SAJ,Eletrônico,0,2025-03-17,2026-06-02
00012023720258260066,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento Domiciliar (Home Care),1,01 CIVEL DE BARRETOS,,SAJ,Eletrônico,0,2025-03-17,2026-06-02
00012277620258260704,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,03 CIVEL DE BUTANTA,,SAJ,Eletrônico,0,2025-03-17,2026-05-07
00013996220258260269,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,04 CIVEL DE ITAPETININGA,,SAJ,Eletrônico,0,2025-03-17,2026-04-28
00029690420258260554,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,06 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-03-17,2026-06-03
00024980220258260032,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE ARACATUBA,,SAJ,Eletrônico,0,2025-03-17,2026-07-24
00002272820258260094,TJSP,G1,Liquidação de Sentença pelo Procedimento Comum,152,Fornecimento de medicamentos,1,VARA UNICA DE BRODOSQUI,,SAJ,Eletrônico,0,2025-03-17,2026-07-16
00028246720258260482,TJSP,G1,Liquidação de Sentença pelo Procedimento Comum,152,Tratamento médico-hospitalar,1,03 CIVEL DE PRESIDENTE PRUDENTE,,SAJ,Eletrônico,0,2025-03-17,2026-02-09
00031397320258260554,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,07 CIVEL DE SANTO ANDRE,,SAJ,Eletrônico,0,2025-03-18,2026-06-03
00013187920258260248,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,VARA JUIZADO ESPECIAL CIVEL DE INDAIATUBA,,SAJ,Eletrônico,0,2025-03-18,2026-07-16
00012551820258260066,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE BARRETOS,,SAJ,Eletrônico,0,2025-03-18,2026-07-16
